Triple_Tag,Dataset_A,Dataset_B,Dataset_C,Experiment_ID,FS_METHOD,Model,Run_Name_No_SMOTE,Run_Name_SMOTE,Mean_AUC_No_SMOTE,Mean_AUC_SMOTE,Delta_Mean_AUC_SMOTE_minus_No_SMOTE,Std_AUC_No_SMOTE,Std_AUC_SMOTE,Delta_Std_AUC_SMOTE_minus_No_SMOTE,Pooled_AUC_No_SMOTE,Pooled_AUC_SMOTE,Delta_Pooled_AUC_SMOTE_minus_No_SMOTE,Mean_PR_AUC_No_SMOTE,Mean_PR_AUC_SMOTE,Delta_Mean_PR_AUC_SMOTE_minus_No_SMOTE,Pooled_PR_AUC_No_SMOTE,Pooled_PR_AUC_SMOTE,Delta_Pooled_PR_AUC_SMOTE_minus_No_SMOTE,Mean_Bal_Acc_No_SMOTE,Mean_Bal_Acc_SMOTE,Delta_Mean_Bal_Acc_SMOTE_minus_No_SMOTE,Pooled_Bal_Acc_No_SMOTE,Pooled_Bal_Acc_SMOTE,Delta_Pooled_Bal_Acc_SMOTE_minus_No_SMOTE,Mean_F1_No_SMOTE,Mean_F1_SMOTE,Delta_Mean_F1_SMOTE_minus_No_SMOTE,Pooled_F1_No_SMOTE,Pooled_F1_SMOTE,Delta_Pooled_F1_SMOTE_minus_No_SMOTE,Avg_Features_No_SMOTE,Avg_Features_SMOTE,Delta_Avg_Features_SMOTE_minus_No_SMOTE,N_Unique_Selected_Features_No_SMOTE,N_Unique_Selected_Features_SMOTE,Delta_N_Unique_Selected_Features_SMOTE_minus_No_SMOTE
ADC_Post1_Post2,ADC,Post1,Post2,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,ExtraTrees,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.7375396825396827,0.7407539682539683,0.003214285714285614,0.0890331878638199,0.0845606522282427,-0.004472535635577202,0.7038095238095239,0.6958730158730159,-0.00793650793650802,0.7826442930887884,0.7824326833859504,-0.000211609702837956,0.7140622300688466,0.7028322145853682,-0.011230015483478462,0.6913492063492063,0.6773015873015874,-0.014047619047618864,0.6812698412698412,0.6753968253968254,-0.005873015873015808,0.7111708315882546,0.6946563476824663,-0.016514483905788246,0.7049180327868853,0.6890756302521008,-0.015842402534784417,7.6,7.6,0.0,22,22,0
ADC_Post1_Post2,ADC,Post1,Post2,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,GradientBoosting,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.7393452380952381,0.733015873015873,-0.006329365079365101,0.083000269786191,0.0845360673725888,0.0015357975863977968,0.7058730158730159,0.7158730158730159,0.010000000000000009,0.7771493975447258,0.7684625235012248,-0.008686874043500992,0.7311863950208617,0.7545987751268284,0.02341238010596669,0.6368253968253967,0.6912698412698413,0.05444444444444452,0.6288888888888888,0.6930158730158731,0.06412698412698425,0.7181952461799661,0.744421052631579,0.026225806451612876,0.7101449275362319,0.734375,0.02423007246376807,7.6,7.6,0.0,22,22,0
ADC_Post1_Post2,ADC,Post1,Post2,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,KNN,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.7648809523809523,0.781765873015873,0.01688492063492064,0.0880474988624519,0.0860681810916337,-0.001979317770818209,0.7142857142857143,0.7477777777777777,0.03349206349206335,0.7706643684546161,0.7942389373366817,0.02357456888206566,0.7324177000403131,0.7675825047816658,0.03516480474135264,0.6674206349206349,0.6924206349206349,0.025000000000000022,0.6292063492063492,0.6612698412698412,0.032063492063492016,0.6961320926838168,0.7059829059829059,0.0098508132990891,0.6821705426356589,0.6935483870967742,0.011377844461115338,7.6,7.6,0.0,22,22,0
ADC_Post1_Post2,ADC,Post1,Post2,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,LightGBM,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.7221825396825396,0.7642063492063492,0.042023809523809574,0.093275276187724,0.0707090746837376,-0.02256620150398639,0.726031746031746,0.7593650793650792,0.033333333333333215,0.7702896272444792,0.7838413549678107,0.013551727723331464,0.7559959146899926,0.7702978139521413,0.014301899262148643,0.6512698412698412,0.74,0.08873015873015877,0.6453968253968254,0.733015873015873,0.0876190476190476,0.6695639097744361,0.7560708222168324,0.08650691244239628,0.6721311475409836,0.7580645161290323,0.08593336858804868,7.6,7.6,0.0,22,22,0
ADC_Post1_Post2,ADC,Post1,Post2,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,LogisticRegression,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.7925793650793651,0.7971031746031746,0.0045238095238094855,0.0746326773815047,0.0754809054992462,0.0008482281177415035,0.7885714285714286,0.7904761904761903,0.0019047619047617426,0.8379234296875827,0.8365358301840746,-0.0013875995035080857,0.841708478469847,0.8405974757837662,-0.0011110026860807753,0.7035714285714286,0.7261904761904763,0.02261904761904765,0.6892063492063492,0.7192063492063492,0.030000000000000027,0.7309118130010624,0.7481845402737898,0.01727272727272733,0.7154471544715447,0.7333333333333333,0.01788617886178856,7.6,7.6,0.0,22,22,0
ADC_Post1_Post2,ADC,Post1,Post2,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,NaiveBayes,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.7252777777777777,0.7237698412698412,-0.0015079365079364582,0.1437358119018321,0.1482747215344116,0.004538909632579496,0.6746031746031746,0.6761904761904761,0.0015873015873014706,0.7787007485136135,0.772063854162379,-0.00663689435123449,0.7006069498289953,0.6974955956257671,-0.003111354203228167,0.5803571428571428,0.6123015873015872,0.03194444444444444,0.5744444444444444,0.6123809523809524,0.037936507936507935,0.7286724386724387,0.7523232323232323,0.02365079365079359,0.717948717948718,0.7402597402597403,0.022311022311022333,7.6,7.6,0.0,22,22,0
ADC_Post1_Post2,ADC,Post1,Post2,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,RandomForest,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.7405952380952381,0.7387301587301588,-0.0018650793650792918,0.0706388887774273,0.0804804951730578,0.009841606395630503,0.7393650793650793,0.7301587301587301,-0.009206349206349218,0.7789390810758215,0.7800635838424812,0.0011245027666596519,0.7677758695696661,0.7622063541509463,-0.0055695154187198614,0.6998809523809524,0.6635714285714286,-0.03630952380952379,0.6930158730158731,0.655079365079365,-0.037936507936508046,0.7398853695324284,0.7114701696770662,-0.028415199855362228,0.734375,0.7076923076923077,-0.02668269230769227,7.6,7.6,0.0,22,22,0
ADC_Post1_Post2,ADC,Post1,Post2,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,SVM_Linear,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.7951587301587301,0.7962301587301587,0.001071428571428612,0.0799874013763215,0.0725133674612441,-0.007474033915077408,0.7587301587301587,0.7860317460317461,0.027301587301587382,0.8343374787537441,0.8297815055165048,-0.00455597323723933,0.7888610417875377,0.8272170904063334,0.03835604861879571,0.7360714285714286,0.7611904761904762,0.025119047619047596,0.7147619047619047,0.7509523809523809,0.03619047619047622,0.7757066935042463,0.7864440699140806,0.010737376409834298,0.7669172932330827,0.7741935483870968,0.0072762551540140885,7.6,7.6,0.0,22,22,0
ADC_Post1_Post2,ADC,Post1,Post2,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,SVM_RBF,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.7886507936507936,0.7960714285714285,0.007420634920634939,0.0656410142849865,0.0737000382714924,0.00805902398650589,0.7603174603174603,0.773968253968254,0.013650793650793691,0.8294065938008227,0.8334870787451519,0.004080484944329221,0.8114057086737088,0.8195294706800147,0.008123762006305935,0.718015873015873,0.761468253968254,0.04345238095238102,0.6988888888888889,0.7509523809523809,0.052063492063492034,0.7544511145237098,0.7849206349206349,0.030469520396925076,0.7480916030534351,0.7741935483870968,0.026101945333661614,7.6,7.6,0.0,22,22,0
ADC_Post1_Post2,ADC,Post1,Post2,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,XGBoost,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.6548809523809525,0.6655158730158731,0.010634920634920664,0.1365600445027685,0.1349578846805186,-0.001602159822249899,0.6139682539682539,0.6647619047619047,0.050793650793650724,0.7517182126423677,0.7411777707282662,-0.010540441914101528,0.660198032684721,0.7190191126433654,0.058821079958644384,0.6039285714285715,0.6702380952380952,0.06630952380952371,0.5953968253968254,0.6612698412698412,0.06587301587301586,0.6415942678011645,0.7011491940553725,0.059554926254207996,0.6456692913385826,0.6935483870967742,0.0478790957581916,7.6,7.6,0.0,22,22,0
ADC_Post1_Post2,ADC,Post1,Post2,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,ExtraTrees,mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k_smote,0.7531746031746032,0.7391269841269841,-0.014047619047619087,0.0757672604267998,0.0594749005413766,-0.016292359885423206,0.7190476190476192,0.7031746031746031,-0.01587301587301604,0.8019334089686257,0.7917958678644392,-0.01013754110418652,0.8032172152312522,0.7883119443371893,-0.014905270894062905,0.6621825396825397,0.6565476190476189,-0.00563492063492077,0.6495238095238096,0.6495238095238096,0.0,0.6682271217332509,0.6665465704005257,-0.0016805513327252664,0.6610169491525424,0.6610169491525424,0.0,7.6,7.6,0.0,29,29,0
ADC_Post1_Post2,ADC,Post1,Post2,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,GradientBoosting,mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k_smote,0.7075396825396825,0.7084920634920635,0.0009523809523810378,0.0539129326636014,0.0648274013262216,0.010914468662620198,0.6920634920634919,0.7173015873015873,0.025238095238095393,0.7447329466954514,0.764000530790023,0.01926758409457152,0.7199719575641221,0.7513058302815654,0.031333872717443256,0.6950793650793651,0.6665873015873016,-0.028492063492063457,0.6606349206349207,0.6733333333333333,0.012698412698412653,0.756874553154045,0.6961949524562954,-0.06067960069774958,0.7464788732394366,0.6942148760330579,-0.052263997206378754,7.6,7.6,0.0,29,29,0
ADC_Post1_Post2,ADC,Post1,Post2,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,KNN,mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k_smote,0.7413888888888888,0.7514682539682541,0.010079365079365354,0.1007292320079032,0.0695945769427022,-0.031134655065200995,0.6984126984126984,0.7155555555555555,0.017142857142857126,0.7637700918887709,0.7926254430028941,0.028855351114123184,0.7099478796188656,0.772877847667399,0.06292996804853335,0.675515873015873,0.6802777777777778,0.004761904761904745,0.6533333333333333,0.6715873015873015,0.01825396825396819,0.6848606465997771,0.6743703703703703,-0.010490276229406792,0.6829268292682927,0.6666666666666666,-0.016260162601626105,7.6,7.6,0.0,29,29,0
ADC_Post1_Post2,ADC,Post1,Post2,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,LightGBM,mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k_smote,0.706468253968254,0.6537301587301588,-0.05273809523809514,0.0795962506286228,0.083478275311482,0.0038820246828591976,0.6687301587301586,0.6676190476190476,-0.0011111111111110628,0.7743753066378748,0.718251877764833,-0.05612342887304178,0.7080219425447238,0.6936181472646177,-0.014403795280106158,0.6496031746031747,0.6705555555555556,0.020952380952380834,0.6474603174603175,0.6753968253968254,0.027936507936507926,0.6640562502631469,0.6763883625952591,0.012332112332112288,0.6666666666666666,0.6890756302521008,0.022408963585434205,7.6,7.6,0.0,29,29,0
ADC_Post1_Post2,ADC,Post1,Post2,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,LogisticRegression,mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k_smote,0.7592857142857142,0.757063492063492,-0.0022222222222222365,0.0940868245922582,0.0905347902683228,-0.003552034323935402,0.7526984126984126,0.7568253968253968,0.004126984126984201,0.815964165702636,0.8162590929975633,0.0002949272949273052,0.8159866886883196,0.816650771262736,0.0006640825744164136,0.7386904761904762,0.7358333333333335,-0.0028571428571427804,0.7192063492063492,0.7192063492063492,0.0,0.7304843304843305,0.7306878306878307,0.00020350020350023978,0.7333333333333333,0.7333333333333333,0.0,7.6,7.6,0.0,29,29,0
ADC_Post1_Post2,ADC,Post1,Post2,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,NaiveBayes,mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k_smote,0.7864285714285714,0.7628571428571428,-0.023571428571428577,0.053635998711432,0.0426882326921652,-0.010947766019266801,0.72,0.718095238095238,-0.0019047619047619646,0.8313475418760955,0.8045288050573587,-0.02681873681873681,0.7548024412830032,0.7522254105454891,-0.002577030737514141,0.6870238095238095,0.6342460317460317,-0.05277777777777781,0.6812698412698412,0.6374603174603175,-0.04380952380952374,0.704940148087207,0.6458813245577952,-0.05905882352941172,0.7049180327868853,0.6611570247933884,-0.0437610079934968,7.6,7.6,0.0,29,29,0
ADC_Post1_Post2,ADC,Post1,Post2,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,RandomForest,mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k_smote,0.7618650793650794,0.7253571428571428,-0.0365079365079366,0.0464432211319977,0.0372970277524029,-0.009146193379594797,0.7282539682539683,0.7080952380952382,-0.020158730158730043,0.7879087862168375,0.7672655418551777,-0.020643244361659763,0.7506208146510753,0.7118918819903357,-0.03872893266073962,0.6826587301587301,0.6512301587301587,-0.03142857142857147,0.6712698412698412,0.6653968253968254,-0.005873015873015808,0.703520697167756,0.6864908722109533,-0.01702982495680272,0.6991869918699187,0.6833333333333333,-0.01585365853658538,7.6,7.6,0.0,29,29,0
ADC_Post1_Post2,ADC,Post1,Post2,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,SVM_Linear,mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k_smote,0.763531746031746,0.7649603174603175,0.0014285714285714457,0.0921108936535457,0.0874044848147647,-0.004706408838780998,0.7415873015873015,0.7561904761904762,0.014603174603174729,0.8332618201847589,0.8344601687822303,0.001198348597471366,0.8042542272696114,0.8244391398696926,0.020184912600081262,0.6980952380952381,0.7386904761904762,0.04059523809523813,0.6671428571428571,0.7233333333333334,0.056190476190476235,0.7106506850681079,0.7229269755585545,0.01227629049044654,0.7086614173228346,0.7241379310344828,0.015476513711648154,7.6,7.6,0.0,29,29,0
ADC_Post1_Post2,ADC,Post1,Post2,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,SVM_RBF,mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k_smote,0.7743253968253968,0.7837698412698414,0.009444444444444589,0.0740669686690404,0.0699129772575512,-0.0041539914114892,0.7507936507936508,0.76,0.009206349206349218,0.8331580108658466,0.8383440077417299,0.005185996875883281,0.8130988296916959,0.8191333968718876,0.006034567180191686,0.7389285714285714,0.7244047619047619,-0.014523809523809494,0.7030158730158731,0.7033333333333334,0.0003174603174602719,0.7479446479446479,0.7129019129019128,-0.03504273504273503,0.7401574803149606,0.711864406779661,-0.02829307353529964,7.6,7.6,0.0,29,29,0
ADC_Post1_Post2,ADC,Post1,Post2,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,XGBoost,mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k_smote,0.7107936507936509,0.705515873015873,-0.005277777777777826,0.0720648031486915,0.0553636708900499,-0.0167011322586416,0.7044444444444444,0.7095238095238094,0.005079365079365017,0.7789434845908627,0.7553655367533093,-0.023577947837553404,0.7504826868603744,0.7473571685666696,-0.0031255182937048875,0.6406349206349206,0.6453571428571429,0.004722222222222294,0.6274603174603175,0.6415873015873016,0.014126984126984099,0.6533114395183361,0.6391833429728166,-0.014128096545519497,0.6557377049180327,0.6495726495726496,-0.006165055345383141,7.6,7.6,0.0,29,29,0
ADC_Post1_Pre,ADC,Post1,Pre,corr_mrmr_auto_k,corr_mrmr,ExtraTrees,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.6913888888888888,0.6525000000000001,-0.03888888888888875,0.1107577715134124,0.1162373051610846,0.005479533647672202,0.6746031746031745,0.6346031746031746,-0.039999999999999925,0.7656409948703919,0.7386542824553468,-0.026986712415045133,0.7460863168409446,0.7307604157402505,-0.015325901100694095,0.6008730158730159,0.5728968253968254,-0.027976190476190488,0.5836507936507936,0.5536507936507937,-0.029999999999999916,0.6085791245791246,0.5932119410380279,-0.015367183541096674,0.6115702479338843,0.5967741935483871,-0.014796054385497137,12.0,12.0,0.0,46,46,0
ADC_Post1_Pre,ADC,Post1,Pre,corr_mrmr_auto_k,corr_mrmr,GradientBoosting,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.6906746031746032,0.6736507936507936,-0.017023809523809552,0.1225025130731883,0.1153288483436259,-0.007173664729562393,0.6088888888888888,0.6044444444444445,-0.004444444444444362,0.7378225081253993,0.7169469164713959,-0.020875591654003434,0.6396196881077618,0.6741626339029052,0.03454294579514339,0.6236507936507937,0.5766269841269842,-0.04702380952380947,0.5874603174603175,0.5577777777777778,-0.029682539682539644,0.6381245421245422,0.5792053872053872,-0.058919154919155,0.6349206349206349,0.5833333333333334,-0.051587301587301515,12.0,12.0,0.0,46,46,0
ADC_Post1_Pre,ADC,Post1,Pre,corr_mrmr_auto_k,corr_mrmr,KNN,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.6527380952380952,0.6794642857142856,0.026726190476190403,0.126755771857413,0.1310954905853036,0.004339718727890601,0.5957142857142856,0.6173015873015872,0.0215873015873016,0.7045504985597745,0.7418939740620413,0.0373434755022668,0.6353068630032808,0.6569543456905944,0.021647482687313646,0.5791666666666667,0.5913095238095238,0.012142857142857122,0.5515873015873016,0.5677777777777777,0.01619047619047609,0.6095970695970696,0.5934180602006689,-0.016179009396400712,0.6031746031746031,0.5882352941176471,-0.014939309056956063,12.0,12.0,0.0,46,46,0
